"No.|Date|Genre|Bibl|ContextBefore|Hit|ContextAfter"
"1832|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|(BLZ)|Leitartikel S. 4, Politik S. 6|"
"1833|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Polizei und Staatsanwalt seien einfach motivierter.|""Ich habe als Richter damals auch sehr darunter gelitten, dass die Politik nichts gegen die Kriminalität unternommen hat"", sagt Schill.|Dass das bürgerliche Bündnis in Hamburg härter gegen Kriminelle vorgeht, zeigt auch ein Blick in die Gefängnisse. 3 200 Häftlinge gibt es, 300 mehr als beim Regierungswechsel im September 2001."
"1834|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|""Die Kollegen fühlen sich stärker unterstützt"", sagt Konrad Freiberg, Vorsitzender der Gewerkschaft der Polizei.|Doch während Schill die eigenen Erfolge preist, führt Freiberg den Kurswechsel in der Hamburger Politik auf den ehemaligen Hamburger Innensenator Olaf Scholz zurück, den heutigen SPD-Generalsekretär.|Drei Monate vor der Wahl wurde der zum Senator berufen."
"1835|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Gleichzeitig weiß man von der PKK-Untergrundorganisation, dass sie in großem Stil Schutzgelder erpresst.|Das eine ist Politik, das andere ist normale Kriminalität, dafür soll er nicht zuständig sein.|Es gibt immer Schwierigkeiten, Erkenntnisse des Verfassungsschutzes über kriminelle Aktivitäten für Ermittlungen nutzbar zu machen."
"1836|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|""Zwei Jahre habe ich nicht mehr ferngesehen.|Hab den Irak-Krieg verschlafen, weiß nichts von Love Parade und Politik.|So ist unser Dorf. """
"1837|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Eine in dem Haus lebende polnische Familie weigerte sich, für ihre Wohnung und einen genutzten Laden Miete zu zahlen und wandte sich an polnische Medien.|Bald darauf griff die Politik ein.|Der Woiwode teilte mit, dass er den Landrat schriftlich angewiesen habe, den Besitz im Grundbuch umzuschreiben und den Staat als Eigentümer einzutragen."
"1838|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Roms größtes Hundeklo liegt in dem Park ebenso wie der Rennplatz, auf dem der Staatspräsident seinen Gästen die Reitkünste seiner Carabinieri vorführen kann.|Giulio Andreotti, der Nestor der italienischen Politik, folgt dort gerne exklusiven Springturnieren.|Die Zeitung Il Messaggero erinnert daran, dass am nahen Teich einst ein Zoo kleine Affen zur Schau stellte, deren obszöne Gesten die Entrüstung mancher besorgter Mutter provozierte."
"1839|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Mit seinem Comic-Roman ""MAUS - Die Geschichte eines Überlebenden"" wurde Art Spiegelman zu einem der bekanntesten und einflussreichsten Comic-Autoren der Welt.|Mit seinen Titelbildern und Illustrationen für den New Yorker wurde er zu einem der kontroversesten Kommentatoren der US-amerikanischen Politik.|Im Martin-Gropius-Bau sind ab heute Arbeiten von Spiegelman aus den letzten zehn Jahren zu sehen, unter anderem die Comic-Seiten, die er zum 11. September 2001 und dessen Folgen gezeichnet hat."
"1840|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Politik: ""Schröder ruft Union zur Mitarbeit auf"" von Tom Levine (4. Juli):|Mit der vorgezogenen Steuerreform verabschiedet sich die Bundesregierung auf Raten aus der Regierungsverantwortung."
"1841|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Politik: ""Beckstein plant präventive Telefonüberwachung"" von Sigrid Averesch (1. Juli):|Scheinbar versucht Herr Beckstein, Elemente des Münchner Oktoberfestes auch in der Politik umzusetzen."
"1842|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Politik: ""Beckstein plant präventive Telefonüberwachung"" von Sigrid Averesch (1. Juli):|Scheinbar versucht Herr Beckstein, Elemente des Münchner Oktoberfestes auch in der Politik umzusetzen.|Was will er auf dem Weg zur totalen Überwachung in Bayern?"
"1843|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Politik: ""HVA-Spione vor Enttarnung"" von A. Förster (7. Juli):|Ich sehe keinen Grund für jene zum Zittern, die bei der Spionageabwehr der DDR gearbeitet haben, eine Tätigkeit, die ich im Unterschied zu anderen Tätigkeitsfeldern der Stasi für sehr ehrenhaft halte."
"1844|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|ERKNER /POTSDAM.|Angesichts des Bevölkerungsrückgangs in weiten Teilen Brandenburgs hat der Wissenschaftler Ulf Matthiesen die Politik zu einem Umsteuern aufgefordert.|Die Abwanderung in den Berlin-fernen Regionen führe dazu, dass ""nicht immer die Hellsten zurückbleiben"", sagte Matthiesen am Freitag in Potsdam."
"1845|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Kühn: ""Das passt nicht zusammen.""|Die Forscher waren sich einig, dass auch die Politik ""lange Zeit falsche Bevölkerungsprognosen im Kopf gehabt hat"".|Angesichts des zunächst prognostizierten Bevölkerungsbooms seien ""zu viele Entwicklungsvorhaben quer über das Land gestreut worden"", sagte Matthiesen."
"1846|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Sie begann sich zu formieren, nannte sich ""Interessengemeinschaft Grunewald"" oder ""Hundstage e. V."", organisierte Protestveranstaltungen, übergab Unterschriftenlisten in der Länge des Protestes gegen den Nato-Doppelbeschluss und verteilte Flugblätter, in denen aufgefordert wurde, die Abgeordneten persönlich anzurufen, weil ein bisschen Terror bekanntlich noch nie geschadet hat.|Gisela Düllberg von der Pro-Hund-Bürgerinitiative mit dem schönen Namen ""Berliner Schnauze"" sagt, es darf nicht sein, dass ein Politiker seine eigenen Vorlieben oder Ängste benutzt, um Politik zu machen.|Dann findet sie einen schmissigen Vergleich: ""Also, wenn ich Angst vorm Fliegen habe und werde verantwortlicher Politiker, dann kann ich ja auch nicht auf einmal die Flughäfen sperren lassen."
"1847|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Vielleicht muss man das Hundeauslaufgebiet ja doch nicht verändern.|Weil die Abgeordneten wiedergewählt werden wollen und man gegen 100000 registrierte Hundebesitzer offenbar schlecht Politik machen kann.|Nun könnte man meinen, damit habe der Konflikt an Schärfe verloren; es gibt ja nun gar nichts mehr, über das man sich streiten könnte."
"1848|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|Wissen Sie, im Irak war die Frage, ob es einen Krieg gibt oder nicht, keine Frage.|Die offizielle Politik des Regimes war, dieser Krieg muss mit allen Mitteln verhindert werden und ist schlecht, natürlich.|Und dann gab es einen Teil der Bevölkerung, der uns zunehmend signalisierte, dass er bereit war, diesen Krieg zu erdulden, weil er Saddam Hussein los werden wollte."
"1849|2003-07-12|Zeitung|Berliner Zeitung, 12.07.2003|""In ungewisser Zeit gehe aber niemand gern ein Risiko ein.""|Er forderte deshalb von der Politik verlässliche Rahmenbedingungen vvor allem im Bereich Steuern zu schaffen, um künftige Investitionen zu fördern.|Die fehlende Nachfrage macht sich insbesondere bei den Immobilienpreisen bemerkbar."
"1850|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|""Aber die Umstellung ist schwierig, sie wird fast eine ganze Generation dauern"", ergänzte der CDU-Politiker.|Politik Seite 6|"
"1851|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Boris Beresowskij (57) ist ein Oligarch der ersten Generation.|Er wurde unter Jelzin reich und nahm über dessen Tochter Tatjana Djatschenko Einfluss auf die Politik.|Beresowskij förderte zunächst die Karriere Wladimir Putins, warf ihm aber später undemokratisches Gebaren vor und brach mit ihm."
"1852|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Der Berliner Vorsitzende der Lehrergewerkschaft GEW, Ulrich Thöne, hält die klassischen gewerkschaftlichen Positionen und Mittel nicht mehr für zeitgemäß.|Die Gewerkschaften würden von der Politik zunehmend allein gelassen und stünden vor einem schwierigen Neuanfang, sagte er im Gespräch mit der Berliner Zeitung.|Es fehle eine Utopie der gerechten Teilhabe, so Thöne."
"1853|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Vieles, was dem Kontinent seit Jahrhunderten von außen aufgedrückt wurde, sei es durch ausbeuterische Kolonialherren, ideologisch rivalisierende Supermächte oder gut meinende Entwicklungshilfe-Programme, hat sich nicht durchgesetzt, weil es auf Dauer nicht überlebensfähig war und Afrika nicht als interessanten Partner in dieser Beziehung gesehen hat.|Wenn Bush will, dass seine Afrika-Reise später einmal als der Beginn einer neuen Politik gewertet werden soll, dann muss er langfristig denken.|Dann reicht es nicht aus, hin und wieder die Ablösung eines Diktators zu fordern, dann müssen die USA auch mithelfen, die Zukunft eines gescheiterten Landes zu stabilisieren, also Friedenstruppen senden."
"1854|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Sie spielt auf Risiko.|Roland Koch macht Politik nach traditionellem Muster.|Sein Konzept lautet: dagegenhalten."
"1855|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|""Auch in anderen Städten Deutschlands gibt es national bedeutsame Kultureinrichtungen, für die der Bund seine Verantwortung aktiv wahrzunehmen hat"", sagte Scheytt.|Er habe die Sorge, ""dass die Konzentration von Politik und öffentlicher Diskussion auf Berlin dafür den Blick verstellt"".|Die Kulturpolitische Gesellschaft mit Sitz in Bonn zählt rund 1500 Mitglieder, darunter 50 Kulturdezernenten."
"1856|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Dazu gehört die Vermischung der Interessen, aber auch, dass diese Vermischung in der Sphäre der Medien stattfindet - das ist typisch für unsere Zeit.|Außerdem gehört dazu ein Thema, über das man schwer seriös sprechen kann: die Möglichkeit, dass auf einem gewissen Niveau organisiertes Verbrechen und Politik integriert werden.|Man kann es sich einfach machen und Berlusconis zwielichtige Karriere als pittoreskes Phänomen abtun."
"1857|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Briten, Franzosen und Russen jedenfalls nicht, die sich weitere osmanische Gebiete einverleibten.|So gesehen, glich das deutsche Vorgehen im Nahen Orient der frühen Washingtoner Politik, die gleichwohl wirtschaftliche, kulturelle und religiöse Interessen in das Zentrum gerückt hat.|(wsch.)"
"1858|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Damit sollte auch die Ausbildung wieder in das Bauhaus zurückgeholt werden.|Akbar hat die Akzente so gründlich verschoben, dass man von einem Bruch mit der Politik seines Vorgängers Rolf Kuhn sprechen kann.|Dessen Hauptanliegen war die praxisnahe Arbeit in der Region, etwa die Verwandlung von aufgelassenen Braunkohletagebauen in Land-Art-Parks oder die Rettung historischer Industriegebäude."
"1859|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Nicht nur - so fasste Buber die biblische Botschaft zusammen - der Erlösung der Juden, auch nicht allein der Menschheit, sondern der ganzen Welt.|Wer Bubers hebräischen Humanismus auf sein Votum für eine humane Politik - auch gegenüber den Arabern - reduziert, der bringt ihn um die theokratische Pointe, um jene zentrale Dimension des neuen Himmels und der neuen Erde, welche vom wieder gewonnenen Zion aus zu errichten sind.|Man wird Bubers unermüdliche Anstrengung für einen jüdisch-arabischen Dialog, für eine Verständigung beider Völker, seine immer wieder vorgetragenen Voten für eine nahöstliche Föderation der verschiedenen Staaten, stets aufs Neue mit Gewinn lesen."
"1860|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Der in Jerusalem lehrende Sozialphilosoph Avishai Margalit hielt den Abschlussvortrag.|Der 1939 geborene Mann, heute einer der geachtetsten Vertreter seines Faches, erklärte, sein Vortrag plädiere für eine ""negative Politik"".|Es ginge ihm nicht darum, das Beste herzustellen, sondern darum, das Schlimmste zu vermeiden."
"1861|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Es ginge ihm nicht darum, das Beste herzustellen, sondern darum, das Schlimmste zu vermeiden.|Insofern unterscheide er sich radikal von Martin Buber, der einer der markantesten Vertreter einer ""positiven Politik"" gewesen sei.|Margalit führte aus:"
"1862|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Wir müssen unsere heutige Lage anschauen und uns über ihre Regelung einigen.|Nichts steht heute einem Kompromiss so sehr im Wege wie eine ""Politik des Heiligen"", die danach trachtet, der Ehre Gottes zu dienen.""|Margalit bezog sich bei diesem Punkt mit keiner Silbe auf Buber, aber es war klar, dass er auch ihn und den religösen Zionismus meinte."
"1863|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|In ihm aber sah Margalit keine wirkliche Gefahr, denn er ergreift derzeit nicht die Massen.|Die islamische ""Politik des Heiligen"" dagegen sah Margalit auf dem Vormarsch.|Sie werde das ganze 21. Jahrhundert prägen."
"1864|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Wenn wir die zusammenfassen würden, bekommen die Schüler mehr Wahlmöglichkeiten - und es gibt vielleicht sogar Spareffekte.|An solche Debatten traut sich die Politik aber gar nicht erst ran.|Allzu reformfreundlich wirken aber die Gewerkschaften auch nicht."
"1865|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Dabei müssten Sie doch mit Rot-Rot und Rot-Grün gut leben können...|Die Gewerkschaften werden derzeit von der Politik ziemlich alleingelassen.|Kaum jemand will noch die Interessen der Arbeitnehmer vertreten."
"1866|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Warum machen Sie sich denn so abhängig von Politikern, denen Sie sich anschließen wollen?|Wir können die Politik nicht ersetzen oder Ersatzpartei werden.|Aber die Gewerkschaften könnten die Debatten vorantreiben und Alternativen vorschlagen."
"1867|2003-07-14|Zeitung|Berliner Zeitung, 14.07.2003|Verbot von Süßigkeiten|""Wir haben unsere Politik geändert, weil wir glauben, dass es das Richtige ist für die Konsumenten und weil wir neue Geschäftsmöglichkeiten gewinnen"", sagte Mudd.|Und natürlich sollen auch Prozesse verhindert werden."
"1868|2003-07-15|Zeitung|Berliner Zeitung, 15.07.2003|Er bestätigt, dass die Bundesregierung im Irak-Konflikt grundsätzlich richtig gehandelt hat.|Die Mängel lagen im handwerklichen, im Wahlkampf-gesteuerten Populismus, mit dem Schröder internationale Politik auf deutschen Marktplätzen getrieben hat.|Daran besteht kein Bedarf."
"1869|2003-07-15|Zeitung|Berliner Zeitung, 15.07.2003|""Die Einnahmeschwäche der Kassen darf nicht durch Leistungsausgrenzungen einseitig den Versicherten aufgebürdet werden"", sagte der Chef des AOK-Bundesverbandes, Hans Jürgen Ahrens, der Berliner Zeitung.|Die Versicherten würden nur Verständnis für neue Lasten aufbringen, ""wenn die Politik die Kraft hat, ihnen neue Chancen für mehr Gesundheit zu schaffen"".|Höhere medizinische Qualität"
"1870|2003-07-15|Zeitung|Berliner Zeitung, 15.07.2003|POLITIK.|Die Spitze der SPD-Bundestagsfraktion will sich für den Fortbestand der Bundesfinanzierung zum Goldenen Plan Ost einsetzen."
"1871|2003-07-16|Zeitung|Berliner Zeitung, 16.07.2003|Als Grund für die Sonderförderung nennt die Bundesregierung die Industrialisierungsdefizite in Ostdeutschland.|IWH-Chef Pohl mahnte die Politik dagegen, mehr zu tun, um das Investitionsklima in Deutschland insgesamt zu fördern, statt pauschale Zulagen zu gewähren.|Für 2003 rechnet das IWH deutschlandweit nur noch mit einem Mini-Wachstum der Wirtschaftsleistung von 0,1 Prozent."
"1872|2003-07-16|Zeitung|Berliner Zeitung, 16.07.2003|Was bleibt, sind Indizien, Spekulationen - und das Schweigen der Behörden.|Politik Seite 5|"
"1873|2003-07-16|Zeitung|Berliner Zeitung, 16.07.2003|Doch jetzt, nach dem Ende des Irak-Kriegs, ist Außenminister Joschka Fischer für die US-Regierung wieder ein gefragter Gesprächspartner.|Politik Seite 6|"
"1874|2003-07-16|Zeitung|Berliner Zeitung, 16.07.2003|(gbü.)|Politik Seite 7|"
"1875|2003-07-16|Zeitung|Berliner Zeitung, 16.07.2003|Also muss Busfahren so preiswert sein, dass jemand, der ein Auto hat - und die meisten Leute haben ein Auto und wollen es auch behalten - sich dennoch eine Monatskarte kauft und das Auto - immer öfter - stehen lässt und mit der U-Bahn zur Arbeit fährt.|Als die Berliner Politik entschied, dass die Verkehrsbetriebe wirtschaftlich arbeiten müssen, tat sie recht.|Das heißt aber nicht, dass sie der Verantwortung enthoben ist, sich über deren Zukunft Gedanken zu machen."
"1876|2003-07-16|Zeitung|Berliner Zeitung, 16.07.2003|Wie viele Leute die öffentlichen Verkehrsmittel benutzen, hat unmittelbare Auswirkungen auf alle in dieser Stadt.|Und damit auf alle Bereiche der Politik.|Deshalb kann es den Verantwortlichen nicht egal sein, was die BVG treibt."
"1877|2003-07-16|Zeitung|Berliner Zeitung, 16.07.2003|Der Plan enthält zwar einen Baustopp für Siedlungen, aber in der Praxis wissen die Siedler, wie sie ihn umgehen können.|Statt das Gebiet für einen künftigen palästinensischen Staat zu sichern, kümmert sich die ganze Welt jetzt um die interne palästinensische Politik.|Es ist an der Zeit, den Mechanismus zu verändern."
